,mdot,DH_mid,incidence,Vexp,lean_compound,lean_straight,tip_clearance,n_blade
0,0.074361198,0.8054925797873145,-4.387558146,-1.675952558,3.126742035963525,14.287170525537093,3.0566051418650773,9
1,0.044608865,0.8725729904497341,-1.662627784,-1.462123572,3.9317371102595375,30.92465705102048,1.477851607617064,9
2,0.049520356212830546,0.8042340158049601,-9.83901289,-0.08364744,1.613572586338451,67.97070004967647,2.6155167336962037,7
3,0.043728895,0.7996993686217887,-6.665737145,-1.767965403,0.39428618650844355,38.81759201665001,3.4318536941995608,9
4,0.027703640848836347,0.8389460700697476,-0.478507368,-1.93420839,5.944124133156613,16.559395825444803,2.209821733285729,6
5,0.068238079,0.7965583362602342,-7.908941481,-1.422638333,9.337879183212362,54.95685038908963,4.14605286,8
6,0.064019636,0.8743330528311015,2.9458717041826787,-0.517382385,4.783307914687606,25.75512747,3.040219591397354,9
7,0.032726133,0.8810758192915429,-8.837517212,-1.185139158,3.8257519775875015,65.82189683075282,1.2113454674525441,7
8,0.031665196,0.7911616863657558,-0.212836707,-1.668193961,4.922433009965866,57.23910002734622,4.7933400719130965,9
9,0.045510355,0.8489564398887979,0.132528369,-0.022267943,9.062352119816437,19.677045368648837,3.7990102392449345,7
10,0.062755489,0.7538696573551953,-0.312684112,-1.203312734,8.498641625335452,39.84329522891609,2.5301553578669362,5
11,0.06720318,0.8238140846439659,3.720782484206932,-1.867190834,3.0749228489401053,48.481930347259954,1.7216046519887551,7
12,0.034740061,0.8274152917765921,0.8345151778140156,-0.52648514,5.795524002221507,85.25475581708045,3.288716070807092,9
13,0.027361489685671102,0.895024674,-1.540543081,-0.776220133,0.8483655471877674,47.09330895186663,2.876803401797382,8
14,0.046902172,0.8629080534875568,-4.994825793,-0.19148523,2.8613490613598156,26.170268080413226,4.479322259,9
15,0.06960413,0.8454720785540917,-6.007952905,-0.644955447,2.304863932538131,62.673642784441476,1.8295457745740709,9
16,0.068802572,0.820878799,2.8236073842203613,-1.4312848,5.267175991254725,78.17647223520179,3.9817314558709134,5
17,0.041956911094723326,0.7581946119488154,-2.438432274,-0.404065441,9.722167890941147,31.61913458,1.8968913227487492,8
18,0.071198336,0.8176906348179445,-8.931200293,-1.395518292,1.1616992197208356,79.50397866227028,3.140044208804255,6
19,0.055992661,0.8508777783953614,-6.417142049,-1.628584643,0.2054831400100831,9.491307062886408,3.514195421893202,6
20,0.067588497,0.7773360366917661,3.6594264310313243,-1.371402562,7.196551643744831,24.678049016305085,4.391953486544086,8
21,0.074398107,0.8600620798961045,-2.916347961,-0.073976326,8.298480211895457,52.10374498,2.8421787475798874,7
22,0.05496008,0.8705261464427506,-9.349989812,-1.923904906,5.707232910630067,22.116850464028392,3.9202017195370384,8
23,0.025483722530347478,0.8528212129099788,-4.065262933,-0.620173963,5.5954904237508245,33.50785888040871,4.300536382248784,5
24,0.053707023,0.7866638177691357,-1.115627533,-0.395675139,2.5693565586739355,36.92774721426339,4.605248985794804,5
25,0.050572718,0.7641913897424116,-5.707810513,-1.849815943,4.722374544322267,45.73416075813012,4.696373022925202,6
26,0.038323212,0.8696247570201823,-6.562830813,-0.269178693,9.495401402943672,61.31759736396711,2.0582303908791006,7
27,0.071442209,0.8159653095179935,3.3759605906182486,-0.708746875,3.2749719564575077,11.351303843372596,1.9863497307143443,5
28,0.066732566,0.8335733072138135,1.6926232502094223,-1.53698319,7.268554873740008,82.15292602,3.4729274040899276,9
29,0.044268393,0.8674237734017645,-7.478244718,-1.57293175,9.148950376,30.15464009195505,4.023706633754509,5
30,0.041110878,0.8608764273935114,4.2318739759932615,-0.35997899,2.4101542229798762,22.917287569345245,3.3078805824312503,5
31,0.028398219949295207,0.8121853719801286,-4.763582022,-1.098700953,2.0726326424625494,6.5303599021839025,4.814411412274396,7
32,0.061237517,0.8561555793186142,-2.109157521,-1.016812611,9.959413203583436,1.0975751455913505,2.1259429180193226,8
33,0.033611719314978625,0.814858395,-5.617439176,-1.23673076,0.7290324751744003,44.64646126363794,1.613293498072976,5
34,0.059186325489986646,0.8988238168899502,-3.093726521,-0.653764779,3.579246888960136,18.390228530101695,1.565075604457394,6
35,0.063482786,0.8970217050041139,-3.759114985,-1.792401248,4.139436257958169,73.53553428121305,2.335770356,7
